"filename","items[].additionalInfo.DNR","items[].additionalInfo.GW","items[].additionalInfo.LotSN","items[].additionalInfo.capacity","items[].amount","items[].description","items[].extendedPrice","items[].itemNumber","items[].item_code","items[].lineNumber","items[].priceUOM","items[].qtyShipped","items[].tax","items[].total_quantity","items[].transUOM","items[].unitPrice","items[].unit_price","items[].units_ordered","items[].units_shipped","items[].weightNetGross"
"20240730 CMG invoice USINV000202125 - Hobbs.pdf.jpg.json",,,,,45.1,"Bestmalz Dark Munich Malt",,,"BZ-DMUN",,,,,,,,45.1,,1,
"20240730 CMG invoice USINV000202125 - Hobbs.pdf.jpg.json",,,,,45.1,"Bestmalz Wheat Malt Dark",,,"BZ-DWHT",,,,,,,,45.1,,1,
"20240730 CMG invoice USINV000202125 - Hobbs.pdf.jpg.json",,,,,215,"Briess Malting CBW Pilsen Light DME",,,"BM-PLDM",,,,,,,,107.5,,2,
"20240730 CMG invoice USINV000202125 - Hobbs.pdf.jpg.json",,,,,420,"Fermentis SafLager W-34/70",,,"FM-3470",,,,,,,,105,,4,
"20240730 CMG invoice USINV000202125 - Hobbs.pdf.jpg.json",,,,,653.4,"Cryo Hop Pellets - Mosaic",,,"YC-MOSC",,,,,,,,326.7,,2,
"20240730 CMG invoice USINV000202125 - Hobbs.pdf.jpg.json",,,,,131.89,"T90 Hop Pellets - Ekuanot",,,"YC-EKUT",,,,,,,,131.89,,1,
"20240802 - CMG invoice USINV000202768 - Hobbs.pdf.jpg.json",,,,,,"Canada Malting Oat Malt","462",,"CM-OATM",,,,,,,,46.2,,10,
"20240802 - CMG invoice USINV000202768 - Hobbs.pdf.jpg.json",,,,,,"Canada Malting Premier Flaked Brewers Oats","292",,"CM-FBOT",,,,,,,,36.5,,8,
"20240802 - CMG invoice USINV000202768 - Hobbs.pdf.jpg.json",,,,,,"Canada Malting White Wheat Malt","299.2",,"CM-WWHT",,,,,,,,37.4,,8,
"20240802 - CMG invoice USINV000202768 - Hobbs.pdf.jpg.json",,,,,,"Bestmalz Caramel Pils Malt","456.5",,"BZ-CRPL",,,,,,,,45.65,,10,
"20240802 - CMG invoice USINV000202768 - Hobbs.pdf.jpg.json",,,,,,"Five Star Chemicals - Calcium Chloride","115.21",,"FS-CCHL",,,,,,,,115.21,,1,
"20240802 - CMG invoice USINV000202768 - Hobbs.pdf.jpg.json",,,,,,"Calcium Sulfate (Terra Alba Gypsum)","31",,"AD-CSUL",,,,,,,,31,,1,
"20240802 - CMG invoice USINV000202768 - Hobbs.pdf.jpg.json",,,,,,"Coolship Bag, Fine, 23 x 72","39.76",,"BR-CSBF",,,,,,,,19.88,,2,
"20240814 - CMG invoice USINV000204880 - Hobbs.pdf.jpg.json",,,,,,"Canada Malting Oat Malt",,,"CM-OATM",,,,,,,,46.2,,4,
"20240814 - CMG invoice USINV000204880 - Hobbs.pdf.jpg.json",,,,,,"Canada Malting White Wheat Malt",,,"CM-WWHT",,,,,,,,37.4,,6,
"20240814 - CMG invoice USINV000204880 - Hobbs.pdf.jpg.json",,,,,,"Bestmalz Caramel Pils Malt",,,"BZ-CRPL",,,,,,,,45.65,,4,
"20240814 - CMG invoice USINV000204880 - Hobbs.pdf.jpg.json",,,,,,"Great Western Malting Vienna Malt",,,"GW-VIEN",,,,,,,,42.9,,3,
"20240814 - CMG invoice USINV000204880 - Hobbs.pdf.jpg.json",,,,,,"Canada Malting Superior Pilsen Malt",,,"CM-SPIL",,,,,,,,36.85,,13,
"20240814 - CMG invoice USINV000204880 - Hobbs.pdf.jpg.json",,,,,,"Corn Sugar - Dextrose",,,"SU-DEXT",,,,,,,,52,,4,
"20240814 - CMG invoice USINV000204880 - Hobbs.pdf.jpg.json",,,,,,"Five Star Chemicals - Lactic Acid",,,"FS-LACA",,,,,,,,234.64,,1,
"20240814 - CMG invoice USINV000204880 - Hobbs.pdf.jpg.json",,,,,,"Five Star Chemicals - Citric Acid",,,"FS-CITA",,,,,,,,186.9,,1,
"20240814 - CMG invoice USINV000204880 - Hobbs.pdf.jpg.json",,,,,,"Cryo Hop Pellets - El Dorado",,,"YC-ELDC",,,,,,,,302.5,,1,
"20240814 - CMG invoice USINV000204880 - Hobbs.pdf.jpg.json",,,,,,"Cryo Hop Pellets - Mosaic",,,"YC-MOSC",,,,,,,,326.7,,2,
"20240814 - CMG invoice USINV000204880 - Hobbs.pdf.jpg.json",,,,,,"T90 Hop Pellets - Citra",,,"YC-CITT",,,,,,,,407,,1,
"20240823 - CMG invoice USINV000206422 - Hobbs.pdf.jpg.json",,,,,277.2,"Canada Malting Oat Malt",,,"CM-OATM",,,,,,,,46.2,,6,
"20240823 - CMG invoice USINV000206422 - Hobbs.pdf.jpg.json",,,,,219,"Canada Malting Premier Flaked Brewers Oats",,,"CM-FBOT",,,,,,,,36.5,,6,
"20240823 - CMG invoice USINV000206422 - Hobbs.pdf.jpg.json",,,,,224.4,"Canada Malting White Wheat Malt",,,"CM-WWHT",,,,,,,,37.4,,6,
"20240823 - CMG invoice USINV000206422 - Hobbs.pdf.jpg.json",,,,,273.9,"Bestmalz Caramel Pils Malt",,,"BZ-CRPL",,,,,,,,45.65,,6,
"20240823 - CMG invoice USINV000206422 - Hobbs.pdf.jpg.json",,,,,181.5,"Canada Malting Premium Six Row Brewers Malt",,,"CM-6ROW",,,,,,,,36.3,,5,
"20240823 - CMG invoice USINV000206422 - Hobbs.pdf.jpg.json",,,,,131,"Briess Malting Brewers Brown Rice Flakes",,,"BM-FBLR",,,,,,,,65.5,,2,
"20240823 - CMG invoice USINV000206422 - Hobbs.pdf.jpg.json",,,,,104,"Corn Sugar - Dextrose",,,"SU-DEXT",,,,,,,,52,,2,
"20240823 - CMG invoice USINV000206422 - Hobbs.pdf.jpg.json",,,,,217.25,"Cryo Hop Pellets - Idaho 7",,,"YC-IDAC",,,,,,,,217.25,,1,
"20240823 - CMG invoice USINV000206422 - Hobbs.pdf.jpg.json",,,,,286,"T90 Hop Pellets - Mandarina Bavaria (GR)",,,"YC-MBATT",,,,,,,,143,,2,
"20240823 - CMG invoice USINV000206422 - Hobbs.pdf.jpg.json",,,,,107.25,"T90 Hop Pellets - Columbus",,,"YC-COLTT",,,,,,,,107.25,,1,
"20240823 - CMG invoice USINV000206422 - Hobbs.pdf.jpg.json",,,,,121,"T90 Hop Pellets - Amarillo",,,"YC-AMATT",,,,,,,,121,,1,
"20240823 - CMG invoice USINV000206422 - Hobbs.pdf.jpg.json",,,,,153.89,"T90 Hop Pellets - Centennial",,,"YC-CENTT",,,,,,,,153.89,,1,
"20240830 - CMG invoice USINV000207668 - Hobbs.pdf.jpg.json",,,,,,"Canada Malting New Englander Two Row Brewers Malt","224.4",,,,"EA",6,,,,37.4,,,,
"20240830 - CMG invoice USINV000207668 - Hobbs.pdf.jpg.json",,,,,,"Great Western Malting Vienna Malt","128.7",,,,"EA",3,,,,42.9,,,,
"20240830 - CMG invoice USINV000207668 - Hobbs.pdf.jpg.json",,,,,,"Great Western Malting Biscuit Rye Malt","54.45",,,,"EA",1,,,,54.45,,,,
"20240830 - CMG invoice USINV000207668 - Hobbs.pdf.jpg.json",,,,,,"Bestmalz Wheat Malt Dark","45.1",,,,"EA",1,,,,45.1,,,,
"20240830 - CMG invoice USINV000207668 - Hobbs.pdf.jpg.json",,,,,,"T90 Hop Pellets - Comet, Size: 1x5KG Year: 2022","341",,,,"EA",4,,,,85.25,,,,
"20240830 - CMG invoice USINV000207668 - Hobbs.pdf.jpg.json",,,,,,"T90 Hop Pellets - Amarillo, Size: 1x5KG Year: 2022","242",,,,"EA",2,,,,121,,,,
"20240830 - CMG invoice USINV000207668 - Hobbs.pdf.jpg.json",,,,,,"Canada Malting Euro Style Pilsen","122.1",,,,"EA",3,,,,40.7,,,,
"20240830 - CMG invoice USINV000207668 - Hobbs.pdf.jpg.json",,,,,,"Canada Malting White Wheat Malt","112.2",,,,"EA",3,,,,37.4,,,,
"20240830 - CMG invoice USINV000207668 - Hobbs.pdf.jpg.json",,,,,,"Lallemand WildBrew Philly Sour™ - Yeast for acid production","199",,,,"EA",6,,,,199,,,,
"20240830 - CMG invoice USINV000207668 - Hobbs.pdf.jpg.json",,,,,,"Sweet Orange Peel","31.2",,,,"EA",3,,,,10.4,,,,
"20240102 Carbonic Service - East Brother Co2.pdf.jpg.json",,,,,32,"Fuel Surcharge SF & Norcal",,,"26010",,,,,,,,32,1,,
"20240102 Carbonic Service - East Brother Co2.pdf.jpg.json",,,,,157.95,"CO2 BULK BEVERAGE GRADE",,,"6010",,,,,,,,0.27,85,,
"20240102 Carbonic Service - East Brother Co2.pdf.jpg.json",,,,,8,"Hazmat Fee",,,"26011",,,,,,,,8,1,,
"20240108 Carbonic Service - East Brother - CO2.pdf.jpg.json",,,,,32,"Fuel Surcharge 32 Degree",,,"26010",,,,,,,,,,,
"20240108 Carbonic Service - East Brother - CO2.pdf.jpg.json",,,,,226.8,"CO2 Bulk Beverage Grade",,,"6010",,,,,,,,,,,
"20240108 Carbonic Service - East Brother - CO2.pdf.jpg.json",,,,,8,"Hazmat Fees",,,"26011",,,,,,,,,,,
"20240108 Carbonic Service - East Brother - CO2.pdf.jpg.json",,,,,0,"Richmond, City of",,,"",,,,,,,,,,,
"20240205 Urban South - Air Products Invoice 0426758340.pdf.jpg.json",,,,,1590,"Carbon Dioxide Liquid",,,"001",,,,,,,,7.95,20000,,
"20240312 American Wedling and Gas - Ore Dock Invoice 0009972308.pdf.jpg.json",,,,,1.54,"NON-FLAMMABLE GAS
CARBON DIOXIDE, REFRIGERATED LIQUID",,,"76034150.1AN H",,,,,,,,0.55,28,,
"20240312 American Wedling and Gas - Ore Dock Invoice 0009972308.pdf.jpg.json",,,,,571.68,"NON-FLAMMABLE GAS LOT VALVE-153
RECLAIMED - MISCELLANEOUS DELIVERY NUMBER: 1-941-05814",,,"76034150.2CU H-BUM",,,,,,,,0.335472,1150,,
"20240312 American Wedling and Gas - Ore Dock Invoice 0009972308.pdf.jpg.json",,,,,7.05,"CYLINDERS RENTAL MONTH SIL DRY ICE SAMPLES HDS",,,"76034150.2CG-ARIT",,,,,,,,7.05,1,,
"20240331 American Welding and Gas - Ore Dock Invoice 0010019069.pdf.jpg.json",,,,,126.32,"BULK TANK LIQUID LQ",,,,,,,,,,,126.32,1,,
"20240331 American Welding and Gas - Ore Dock Invoice 0010019069.pdf.jpg.json",,,,,5,"RENT CHARGE",,,,,,,,,,,5,1,,
"20240331 American Welding and Gas - Ore Dock Invoice 0010019069.pdf.jpg.json",,,,,148.74,"OXYGEN CYL",,,,,,,,,,,148.74,4,,
"20240331 American Welding and Gas - Ore Dock Invoice 0010019069.pdf.jpg.json",,,,,5,"SAFETY & COMPLIANCE",,,,,,,,,,,5,1,,
"20240402 American Welding and Gas - Ore Dock Invoice 0010025709.pdf.jpg.json",,,,,20.774,"CL NOXUS",,,"791263165",,,,,3,"TON",,"20.774",,,
"20240402 American Welding and Gas - Ore Dock Invoice 0010025709.pdf.jpg.json",,,,,10.128,"NITANEX CYLINDIX, NEOPLAMENT",,,"70262040121LSK",,,,,8,"LSK",,"2.3556592",,,
"20240402 American Welding and Gas - Ore Dock Invoice 0010025709.pdf.jpg.json",,,,,28.635,"CHEM EXCALDER 58",,,"891263165",,,,,6,"KGM",,"28.635",,,
"20240416 American Welding and Gas - Ore Dock Invoice 0010045627.pdf.jpg.json",,,,,23.16,"Oxygen",,,"791642",,,,,,,,11.58,2,,
"20240416 American Welding and Gas - Ore Dock Invoice 0010045627.pdf.jpg.json",,,,,7.93,"Replacement",,,"794222",,,,,,,,7.93,1,,
"20240416 American Welding and Gas - Ore Dock Invoice 0010045627.pdf.jpg.json",,,,,19.6,"Hazardous Material Fee",,,"791422",,,,,,,,9.8,2,,
"20240422 Carbonic - East Brother Inv_579290_from_CARBONIC_SERVICE_INC_8055958_9572.pdf.jpg.json",,,,,32,"Fuel Surcharge 92 # NOXHE",,,"26010",,,,,,,,,,,
"20240422 Carbonic - East Brother Inv_579290_from_CARBONIC_SERVICE_INC_8055958_9572.pdf.jpg.json",,,,,158.2,"CO2-Bulk Beverage Grade",,,"6050",,,,,,,,,,,
"20240422 Carbonic - East Brother Inv_579290_from_CARBONIC_SERVICE_INC_8055958_9572.pdf.jpg.json",,,,,8,"Hazmat Fees",,,"26011",,,,,,,,,,,
"20240422 Carbonic - East Brother Inv_579290_from_CARBONIC_SERVICE_INC_8055958_9572.pdf.jpg.json",,,,,0,"Richmond, City Of",,,,,,,,,,,,,,
"20240430 American Welding and Gas - Ore Dock Invoice 0010087728.pdf.jpg.json",,,,,126.32,"Bulk Tank Liquid LOX",,,"EX",,,,,,,,"0",1,,
"20240430 American Welding and Gas - Ore Dock Invoice 0010087728.pdf.jpg.json",,,,,10.44,"Carbon Dioxide CYL",,,"BD",,,,,,,,"0",4,,
"20240430 American Welding and Gas - Ore Dock Invoice 0010087728.pdf.jpg.json",,,,,17.44,"Oxygen CYL",,,"EX",,,,,,,,"0",8,,
"20240430 American Welding and Gas - Ore Dock Invoice 0010087728.pdf.jpg.json",,,,,7.76,"Nitrogen CYL",,,"NI",,,,,,,,"0",3,,
"20240430 American Welding and Gas - Ore Dock Invoice 0010087728.pdf.jpg.json",,,,,2.93,"Spectra Gas 99",,,"EX",,,,,,,,"0",1,,
"20240430 Carbonic - East Brother Inv_582028_from_CARBONIC_SERVICE_INC_8071913_15672.pdf.jpg.json",,,,,32,"Fuel Surcharge SF Moxie",,,"26010",,,,,,,,32,,,
"20240430 Carbonic - East Brother Inv_582028_from_CARBONIC_SERVICE_INC_8071913_15672.pdf.jpg.json",,,,,392,"CO2-Bulk Beverage Grade",,,"6010",,,,,,,,0.28,,,
"20240430 Carbonic - East Brother Inv_582028_from_CARBONIC_SERVICE_INC_8071913_15672.pdf.jpg.json",,,,,8,"Hazmat Fees",,,"26011",,,,,,,,8,,,
"20240430 Carbonic - East Brother Inv_582028_from_CARBONIC_SERVICE_INC_8071913_15672.pdf.jpg.json",,,,,0,"Richmond, City Of",,,"",,,,,,,,0,,,
"20240506 American Welding and Gas - Ore Dock Invoice 0010098313.pdf.jpg.json",,,,,,"5,3 ACETBLENE GEN",,,"79461409-0001 AIR",,,,,,,,0,1,,
"20240506 American Welding and Gas - Ore Dock Invoice 0010098313.pdf.jpg.json",,,,,44,"fos;MFG CARDID",,,"79461406-0001 5E",,,,,,,,31.56,1,,
"20240506 American Welding and Gas - Ore Dock Invoice 0010098313.pdf.jpg.json",,,"AL10364",,"27.178","DEV",,,"79461409-0003 3E",,,,,,,,"3.17",1,,
"20240506 American Welding and Gas - Ore Dock Invoice 0010098313.pdf.jpg.json",,,"P3052A-1",,5502.28,"GLONK",,,"79461409-0004 5D A-A",,,,,,,,3957,1500,,
"20240513 American Welding and Gas - Ore Dock - Invoice 0010108158.pdf.jpg.json",,,,,7196.88,"1(K) - NITROGEN 4.5K BNL - 230",,,"79370-GAS CYLINDERS",,,,,,,,31.56,228,,
"20240513 American Welding and Gas - Ore Dock - Invoice 0010108158.pdf.jpg.json",,,,,168.62,"2(C) CO2/NITROGEN K-CARD",,,"79570-00417 MIX CUSTOM",,,,,,,,28.1038,6,,
"20240513 American Welding and Gas - Ore Dock - Invoice 0010108158.pdf.jpg.json",,,,,21574.45,"3 - (CO2, NONREFR GRADE) TPRC",,,"79370-00NP-TCRD3",,,,,,,,35.95742,600,,
"20240513 American Welding and Gas - Ore Dock - Invoice 0010108158.pdf.jpg.json",,,,,0,"4 - OXYGEN GENERATORS RENTAL FEE",,,"79370-GAS CYLINDERS MIX ELEMENT",,,,,,,,7.14,0,,
"20231207 Full Color Coasters - Masthead.pdf.jpg.json",,,,,1368.29,"Pulpboard Coaster, 60 point medium weight, 4"" round with full color imprint on both sides. Per case of 3,500 coasters (20 sleeves of 175 per sleeve).",,,"Coaster4rndC",,,,,,,,199.75,6.85,,
"20231207 Full Color Coasters - Masthead.pdf.jpg.json",,,,,181.71,"Shipping & Handling - Del Sched 12/11/23 707088577978",,,"Freight",,,,,,,,181.71,1,,
"20240606 Full  Color Coasters - East Brother inv30968.pdf.jpg.json",,,,,1752.75,"Pulpboard Coaster, 60 point medium weight, 4"" round with full color imprint on both sides. Per case of 3,500 coasters (20 sleeves of 175 per sleeve).",,,"Coaster4rndC",,,,,,,,194.75,9,,
"20240606 Full  Color Coasters - East Brother inv30968.pdf.jpg.json",,,,,35,"One-time setup charge for coaster design, per side.",,,"coasterSetup",,,,,,,,35,1,,
"20240606 Full  Color Coasters - East Brother inv30968.pdf.jpg.json",,,,,450,"Shipping & Handling - Del Sched 6/12/24 FedEx 740366262009",,,"Freight",,,,,,,,450,1,,
"20240109 Aramark - East Brother Facilites Supplies.pdf.jpg.json",,,,,14.6,"4X6",,,"HORZLOGO MAT",,,,,,,,14.6,1,,
"20240109 Aramark - East Brother Facilites Supplies.pdf.jpg.json",,,,,0,"CASE",,,"WHITSCA TOWEL CTRPL",,,,,,,,0,0,,
"20240109 Aramark - East Brother Facilites Supplies.pdf.jpg.json",,,,,0,"CASE",,,"WHITSEAT CVRS REFILL",,,,,,,,0,0,,
"20240109 Aramark - East Brother Facilites Supplies.pdf.jpg.json",,,,,0,"CASE",,,"WHITBATH TISSUE 2PLY",,,,,,,,0,0,,
"20240109 Aramark - East Brother Facilites Supplies.pdf.jpg.json",,,,,0,"CASE",,,"XXXXSOAP FOAM ANTIBACTERIAL",,,,,,,,0,0,,
"20240109 Aramark - East Brother Facilites Supplies.pdf.jpg.json",,,,,20.7,"X",,,"WHITBAR MOP RIBBED",,,,,,,,0.06,30,,
"20240109 Aramark - East Brother Facilites Supplies.pdf.jpg.json",,,,,6.9,"X",,,"WHITBAR MOP RIBBED",,,,,,,,1.15,6,,
"20240109 Aramark - East Brother Facilites Supplies.pdf.jpg.json",,,,,12,"X",,,"YELOMICROFIBER WIPER 16X16",,,,,,,,0.12,10,,
"20240109 Aramark - East Brother Facilites Supplies.pdf.jpg.json",,,,,5.75,"X",,,"YELOMICROFIBER WIPER 16X16",,,,,,,,1.43,4,,
"20240109 Aramark - East Brother Facilites Supplies.pdf.jpg.json",,,,,0,"X",,,"GREYLAUNDRY BAG ERGO CLIPS",,,,,,,,0,0,,
"20230523 C.H.Robinson - East Brother Freight Cans.pdf.jpg.json",,,,,"580.00","Empty beer cans",,,,,,,,,,,"580.00",25,25,
"20240129 C.H.Robinson - East Brother Freight Cans.pdf.jpg.json",,,,,300.51,"Aluminum cans noi",,,,,,,,5,,,"300.51",1,1,
"20240129 C.H.Robinson - East Brother Freight Cans.pdf.jpg.json",,,,,146.23,"Aluminum cans noi",,,,,,,,5,,,"146.23",3,3,
"20240129 C.H.Robinson - East Brother Freight Cans.pdf.jpg.json",,,,,22,"Aluminum cans noi",,,,,,,,5,,,"22.00",1,1,
"20240404 C.H.Robinson - East Brother - Invoice6191642140.pdf.jpg.json",,,,,1850,"Can lids",,,,,,,,,,,"376.88 USD",,1,
"20240207 Oregon Fruit - Ore Dock Invoice 239219.pdf.jpg.json",,,"230918 (84 LBS)",,184,"Aseptic Apricot Puree",,,"AP301",,,,,,"42# Box",,92,2,2,
"20240207 Oregon Fruit - Ore Dock Invoice 239219.pdf.jpg.json",,,"231103 (1,512 LBS)",,3744,"Aseptic Blueberry Puree",,,"BL301",,,,,,"42# Box",,104,36,36,
"20240207 Oregon Fruit - Ore Dock Invoice 239219.pdf.jpg.json",,,"230913 (84 LBS)",,178,"Aseptic Pineapple Puree",,,"PI301",,,,,,"42# Box",,89,2,2,
"20240207 Oregon Fruit - Ore Dock Invoice 239219.pdf.jpg.json",,,"231010 (84 LBS)",,184,"Aseptic Peach Puree",,,"PH301",,,,,,"42# Box",,92,2,2,
"20240207 Oregon Fruit - Ore Dock Invoice 239219.pdf.jpg.json",,,"231121 (84 LBS)",,150,"Aseptic Pink Guava Puree",,,"GU301",,,,,,"42# Box",,75,2,2,
"20240207 Oregon Fruit - Ore Dock Invoice 239219.pdf.jpg.json",,,"231115 (84 LBS)",,218,"Aseptic Sdls Strawberry Puree",,,"SX301",,,,,,"42# Box",,109,2,2,
"20240207 Oregon Fruit - Ore Dock Invoice 239219.pdf.jpg.json",,,"231024 (84 LBS)",,318,"Aseptic Sdls Blackberry Puree",,,"BB303",,,,,,"42# Box",,159,2,2,
"20240207 Oregon Fruit - Ore Dock Invoice 239219.pdf.jpg.json",,,,,423.57,"XPO",,,"XPO",,,,,,,,423.57,1,1,
"20240207 Oregon Fruit - Ore Dock Invoice 239219.pdf.jpg.json",,,,,-105.89,"SHIPIT Discount",,,"SHIPIT Discount",,,,,,,,-105.89,1,1,
"20240820 - GLCC Co. IVC3956 - Sap House Meadery.pdf.jpg.json",,,,,1154.1,"RASPBERRY WONF 50911.40 5 GAL PAIL, TEAR TAB",,,"50911.40.04",,,,,,"Each",,192.35,6,,
"20240820 - GLCC Co. IVC3956 - Sap House Meadery.pdf.jpg.json",,,,,263.18,"Freight, Outgoing, Flavors",,,"Freight Outgoing",,,,,,"Each",,263.18,1,,
"20240207 King Orchards, Inc. - Ore Dock Invoice #66079.pdf.jpg.json",,,,,500,"5 Gal Pail of McIntosh Apple Concentrate",,,,,,,,,,,250,2,,
"20240207 King Orchards, Inc. - Ore Dock Invoice #66079.pdf.jpg.json",,,,,295,"5 Gal Pail of Pear Concentrate",,,,,,,,,,,295,1,,
"20240207 King Orchards, Inc. - Ore Dock Invoice #66079.pdf.jpg.json",,,,,530,"5 Gal Pail of Northern Spy Apple Concentrate *For Fermentation Only*",,,,,,,,,,,265,2,,
"20240207 King Orchards, Inc. - Ore Dock Invoice #66079.pdf.jpg.json",,,,,230.46,"Shipping",,,,,,,,,,,230.46,1,,
"20240401 King Orchards - Helltown.pdf.jpg.json",,,,,,"5 Gal Pail of Montmorency Concentrate","$3,000.00",,,,,,,,,"$250.00",,12,,
"20240401 King Orchards - Helltown.pdf.jpg.json",,,,,,"Pallet","$10.00",,,,,,,,,"$10.00",,1,,
"20240401 King Orchards - Helltown.pdf.jpg.json",,,,,,"Shipping","$384.10",,,,,,,,,"$384.10",,1,,
"20240216 Northwestern Extracts - Ore Dock Invoice 0059694.pdf.jpg.json",,,,,332,"LEMON #1",,,,,,4,,,"GL","83",,,,
"20240216 Northwestern Extracts - Ore Dock Invoice 0059694.pdf.jpg.json",,,,,332,"LEMON PEEL FL, NAT-TYPE, WS",,,,,,4,,,"GL","83",,,,
"20240216 Northwestern Extracts - Ore Dock Invoice 0059694.pdf.jpg.json",,,,,360,"LEMON ZEST FL, NAT-TYPE, WS",,,,,,4,,,"GL","90",,,,
"20240216 Northwestern Extracts - Ore Dock Invoice 0059694.pdf.jpg.json",,,,,560,"ROOT BEER NATURAL #215",,,,,,8,,,"GL","70",,,,
"20240216 Northwestern Extracts - Ore Dock Invoice 0059694.pdf.jpg.json",,,,,137.5,"CITRIC ACID FCC",,,,,,50,,,"LB","2.75",,,,
"20240327 Northwestern Extracts - Ore Dock Invoice 0060134.pdf.jpg.json",,,,,88,"Sparkling Foam",,,,,,,,,,,44,2,,
"20240523 Northwestern Extracts - Ore Dock Invoice 0060895.pdf.jpg.json",,,,,560,"Blueberry FL, Nat-Type, WS",,,"S61280-1-G",,,,,,,,70,8.235,,
"20240523 Northwestern Extracts - Ore Dock Invoice 0060895.pdf.jpg.json",,,,,135,"Cola FL, Nat-Type, WS",,,"S61298-1-G",,,,,,,,135,1,,
"20240523 Northwestern Extracts - Ore Dock Invoice 0060895.pdf.jpg.json",,,,,81,"Ginger Beer FL, Nat-Type, WS",,,"S6825-G",,,,,,,,81,1,,
"20240523 Northwestern Extracts - Ore Dock Invoice 0060895.pdf.jpg.json",,,,,66,"Hot Solution #97.005",,,"S60108-1-G",,,,,,,,66,1,,
"20240523 Northwestern Extracts - Ore Dock Invoice 0060895.pdf.jpg.json",,,,,300,"Peach FL, Nat-Type, WS",,,"S61011-1-G",,,,,,,,75,4,,
"20240523 Northwestern Extracts - Ore Dock Invoice 0060895.pdf.jpg.json",,,,,135,"Quinine Beverage Base",,,"S60966-1-G",,,,,,,,135,1,,
"20240226 Cirm_Custom_Decorating - Helltown.pdf.jpg.json",,,,,1814.4,"16 oz Draught Glass",,,"GAG3960DG",,,,,,,,1.8,1008,,
"20240226 Cirm_Custom_Decorating - Helltown.pdf.jpg.json",,,,,193.24,"Freight Charge",,,"Freight Charge",,,,,,,,193.24,1,,
"20240807 - McLures Invoice 0088404 - Sap House.pdf.jpg.json",,,"03724D",,3960,"Moor - 60 lb. W.F. Honey Pail",,,,,,,,,"EACH",,165,24,,
"20240112 Hopsteiner - Ore Dock Sales Invoice 178973.pdf.jpg.json",,,,,401.5,"NZ Nelson Sauvin™",,,,,,,,22,"lbs","18.25",,,,
"20240112 Hopsteiner - Ore Dock Sales Invoice 178973.pdf.jpg.json",,,,,256.3,"Alora™",,,,,,,,22,"lbs","11.65",,,,
"20240112 Hopsteiner - Ore Dock Sales Invoice 178973.pdf.jpg.json",,,,,271.7,"Exp 16660",,,,,,,,22,"lbs","12.35",,,,
"20240112 Hopsteiner - Ore Dock Sales Invoice 178973.pdf.jpg.json",,,,,378.4,"Trident™",,,,,,,,44,"lbs","8.60",,,,
"20240112 Hopsteiner - Ore Dock Sales Invoice 178973.pdf.jpg.json",,,,,484,"Azacca®",,,,,,,,44,"lbs","11.00",,,,
"20240112 Hopsteiner - Ore Dock Sales Invoice 178973.pdf.jpg.json",,,,,451,"Cashmere",,,,,,,,44,"lbs","10.25",,,,
"20240112 Hopsteiner - Ore Dock Sales Invoice 178973.pdf.jpg.json",,,,,473,"Mt. Hood",,,,,,,,44,"lbs","10.75",,,,
"20240112 Hopsteiner - Ore Dock Sales Invoice 178973.pdf.jpg.json",,,,,490.6,"Glacier",,,,,,,,44,"lbs","11.15",,,,
"20240112 Hopsteiner - Ore Dock Sales Invoice 178973.pdf.jpg.json",,,,,968,"Amarillo®",,,,,,,,88,"lbs","11.00",,,,
"20240112 Hopsteiner - Ore Dock Sales Invoice 178973.pdf.jpg.json",,,,,2145,"Hall. Mandarina Bavaria",,,,,,,,220,"lbs","9.75",,,,
"20240311 Yakima Chief Hops - Earth Rider.pdf.jpg.json","4","4.0%","P92-IUCIT3035","176",2444.64,"Pellet T90, 4x5K/11 L, Citra® - 2023 Contract",,,"P92-IUCIT3035",,,,,,,,611.16,,,
"20240313 MI Local Hops - Ore Dock Invoice 1361.pdf.jpg.json",,,,,528,"2023 Cascade Pellets",,,"",,,,,,,,6,88,,
"20240313 MI Local Hops - Ore Dock Invoice 1361.pdf.jpg.json",,,,,264,"Chinook Pellets 2022",,,"",,,,,,,,6,44,,
"20240313 MI Local Hops - Ore Dock Invoice 1361.pdf.jpg.json",,,,,69.45,"Shipping",,,"",,,,,,,,69.45,1,,
"20240502 MI Local Hops - Ore Dock Invoice 1400.pdf.jpg.json",,,,,616,"2023 Cascade Pellets",,,"88",,,,,,,,7,88,,
"20240502 MI Local Hops - Ore Dock Invoice 1400.pdf.jpg.json",,,,,308,"2023 Chinook Pellets",,,"44",,,,,,,,7,44,,
"20240502 MI Local Hops - Ore Dock Invoice 1400.pdf.jpg.json",,,,,69.3,"Shipping",,,,,,,,,,,69.3,1,,
"20240619 Hop Alliance - Ore Docks Order #52050 confirmed.pdf.jpg.json",,,,,527.56,"Lotus™ Hop Pellets (2023)",,,,,,,,,,,11.99,4,,
"20240619 ZA Hops - Ore Dock.pdf.jpg.json",,,,,,"Southern Sublime (N1/69) - 2022",,,,,,,,,,,205.1,,,
"20240619 ZA Hops - Ore Dock.pdf.jpg.json",,,,,,"XJA2/436 - 2022",,,,,,,,,,,193,,,
"20240101 Keg Logistics - East Brothers.pdf.jpg.json",,,,,259.2,"Half Barrel",,,,,,,,,,,"2.70",96,,
