"filename","additional_notes","bill_to.address","bill_to.city","bill_to.name","bill_to.state","bill_to.zip","company.address","company.name","company.phone","contact.email","customer_po","customer_service_email","date","date_shipped","due_date","freight_terms","invoice.branchPlant","invoice.invoiceDate","invoice.invoiceNumber","invoice.salesOrderNumberType","invoice.shipmentNumber","invoice.totalInvoice","invoice_number","order_date","page","paymentTerms.netDueDate","paymentTerms.terms","pro_number","remit_to.address","remit_to.city","remit_to.fax","remit_to.name","remit_to.phone","remit_to.state","remit_to.zip","sales_agent","shipTo.address","shipTo.customerNumber","shipTo.name","ship_to.address","ship_to.city","ship_to.name","ship_to.state","ship_to.zip","shipped_via","shipping.FOBDescription","shipping.POReleaseSalesAgentNumber","shipping.customerPONumber","shipping.shipVia","shipping_info.bill_of_lading","shipping_info.freight_terms","shipping_info.pro_number","shipping_info.shipped_via","soldTo.address","soldTo.customerNumber","soldTo.name","taxInfo.salesTax","taxInfo.taxRate","terms","totals.merchandise_total","totals.sales_tax","totals.taxable_sales","totals.total_due","website"
"20240416 American Welding and Gas - Ore Dock Invoice 0010045627.pdf.jpg.json",,,,,,,"24 Belden Ave, East Syracuse, NY 13057","American Welding & Gas, Inc.","800-347-2353",,,,"10-07-23",,,,,,,,,,"N79346",,,,,,,,,,,,,,"1 Mainscreen St, Marquette MI 49855",,"Ver-Dor Fish & Co.",,,,,,,,,,,,,,,"1 Mainscreen St, Marquette MI 49855",33666,"Ver-Dor Fish & Co.",,,,50.69,0,,571.98,
"20240422 Carbonic - East Brother Inv_579290_from_CARBONIC_SERVICE_INC_8055958_9572.pdf.jpg.json",,"{""street"":""72 Valley Circle"",""city"":""Mill Valley"",""state"":""CA"",""postal_code"":""94941"",""country"":""US""}",,"East Brother Beer",,,,,,,,,"4/23/2043",,,,,,,,,,"579290",,,,,,,,,,,,,,,,,"{""street"":""1001 Canal Blvd #C2"",""city"":""Richmond"",""state"":""CA"",""postal_code"":""94804"",""country"":""US""}",,"East Brother Beer",,,,,,,,,,,,,,,,,"NET 30",,,,,
"20240430 American Welding and Gas - Ore Dock Invoice 0010087728.pdf.jpg.json",,"114 W Spring St, Marquette MI 49855",,"Ore Dock Brewing Company LLC",,,,,,,,,"03/13/24",,,,,,,,,,"CI-CSI37728",,,,,,"PO Box 790309, St. Louis, MO 63179-0309",,,"American Welding & Gas, Inc.","(641) 357-1151",,,"C. Schultz",,,,"114 W SPRING ST, MARQUETTE MI 49855",,"ORE DOCK BREWING COMPANY LLC",,,,,,,,,,,,,,,,,"22 DAYS",226.14,0,,226.14,
"20240430 Carbonic - East Brother Inv_582028_from_CARBONIC_SERVICE_INC_8071913_15672.pdf.jpg.json","CO2 Temp Surcharge ...","72 Valley Circle, Mill Valley, CA 94941, US",,"East Brother Beer",,,,,,,"",,"4/30/2024","4/30/2024","4/30/2024",,,,,,,,"582028",,,,,,"1920 De La Cruz Blvd, Santa Clara, CA 95050, US",,,"Carbonic Service Inc","(408) 227-8355",,,"18",,,,"1001 Canal Blvd #C2, Richmond, CA 94804, US",,"East Brother Beer",,,,,,,,,"Net 30",,,,,,,"9.75%","Net 30",432,,,1624.95,"www.carbonicservice.com"
"20240506 American Welding and Gas - Ore Dock Invoice 0010098313.pdf.jpg.json",,"121 N SERENES ST, MARQUETTE MI 4980",,"VEG DOGG DEFENSE COMPANY LLC",,,"24 MUNGER AVE, FRANK KAUKE MI 48023","AMERICAN WELDING & GAS, INC.","1-800-457-7005",,,,"08/29/13",,,,,,,,,,"N72348",,,,,,,,,,,,,,,,,"121 N SERENES ST, MARQUETTE MI 4980",,"VEG DOGG DEFENSE COMPANY LLC",,,,,,,,,,,,,,,,,"{""terms"":""AMOUNT THIS INVOICE""}",,,,"",
"20240513 American Welding and Gas - Ore Dock - Invoice 0010108158.pdf.jpg.json",,"{""street"":""1420 N. 26TH ST"",""city"":""ESCANABA"",""state"":""MI"",""zip"":""49829""}",,"U.P. GAS & WELDING SUPPLY CO.",,,,,,,"PO 10423",,"09/17/24",,,,,,,,,,"N73486","09/08/24",,,,,"{""street"":""24 HOLIDAY DRIVE"",""city"":""ELMWOOD PARK"",""state"":""NJ"",""zip"":""07407""}",,"(800) 334-2978","AMERICAN WELDING & GAS, INC.","(800) 659-3377",,,,,,,"{""street"":""13016 S SHEARER ST"",""city"":""ESCANABA"",""state"":""MI"",""zip"":""49829""}",,"VER COOL BEVERAGE COMPANY LLC",,,,,,,,,,,,,,,,,"Net 30 days",,,,28939.95,
"20231207 Full Color Coasters - Masthead.pdf.jpg.json",,"1261 Superior Avenue","Cleveland","Masthead Brewing Co.","Ohio","44114",,,,,"Liz Pelechaty",,"12/7/2023","12/7/2023",,,,,,,,,"30310",,,,,,,,,,,,,,,,,"1261 Superior Avenue","Cleveland","Masthead Brewing Co.","OH","44114","FedEx",,,,,,,,,,,,,,"Due on receipt",,,,1550,
"20240606 Full  Color Coasters - East Brother inv30968.pdf.jpg.json",,"1001 Canal Blvd, #C-2, Richmond, CA 94804",,"East Brother Beer",,,,,,,"Brooks Brorsen",,"6/6/2024","6/6/2024",,,,,,,,,"30968",,,,"Net 30",,,,,,,,,,,,,"1001 Canal Blvd, #C-2, Richmond, CA 94804",,"East Brother Beer",,,,,,,,,,,"FedEx",,,,,,"Net 30",,,,2237.75,
"20230723 Consumers Energy - One Well.pdf.jpg.json",,,,,,,,,,,,,,,"August 07, 2023",,,,,,,,"203855734568",,,,,,"4213 PORTAGE ST","KALAMAZOO",,"ONE WELL BREWING LLC","800-805-0490","MI","49001-5264",,,,,,,,,,,,,,,,,,,,,,,,,,155.3,,2744.46,"ConsumersEnergy.com"
"20230905 - Consumer's Energy - One Well location 2.pdf.jpg.json",,,,,,,,,,,,,,,"September 05, 2023",,,,,,,,"204567697760",,,,,,"3618 GEMBRIT CIR, KALAMAZOO, MI 49001-4616",,,"ONE WELL BREWING LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.24,,3891.84,"ConsumersEnergy.com"
"20240109 Aramark - East Brother Facilites Supplies.pdf.jpg.json",,"1001 Canal Blvd, Richmond, CA 94808",,"East Brother Beer Brother",,,"2680 Palumbo Drive, Lexington, KY 40509","Aramark","(800) 504-0328",,"NAID",,"01/09/2024",,"February 10, 2024",,,,,,,,"5172212693",,"1 of 1",,,,"PO Box 101179, Pasadena, CA 91189-1179",,,"Aramark",,,,,,,,"1001 Canal Blvd, Richmond, CA 94808",,"East Brother Beer",,,,,,,,,,,,,,,,,"NET 10 EOM",50.95,,,50.95,
"20230523 C.H.Robinson - East Brother Freight Cans.pdf.jpg.json",,"1001 CANAL BLVD #C-2, RICHMOND, CA 94804",,"TAM TAVERN DBA EAST BROTHER BEER COMPANY",,,,,,,"PO #0241871",,"May 10, 2023",,"May 23, 2023",,,,,,,,"6180151896",,,,,,,,,,,,,"",,,,"1001 Canal Blvd #C-2, Richmond, CA 94804",,"East Brother Beer Company",,,,,,,,"202029448","FOB","","Truckload",,,,,,,,,,580,
"20240129 C.H.Robinson - East Brother Freight Cans.pdf.jpg.json",,"1001 CANAL BLVD #C-2, RICHMOND, CA 94804",,"TAM TAVERN DBA EAST BROTHER BEER COMPANY",,,"834 Striker Ave, Suite D, Sacramento, CA 95834","Wildpack",,"chrobinsonAR@chrobinson.com","1620835366",,"January 16, 2024","1/12/2024","January 29, 2024",,,,,,,,"6194377977","1/11/2024",,,"[""Online at www.freightquote.com"",""Wire"",""Check by phone call 1-800-323-5441"",""Mail check to: Freightquote.com, Inc., P.O. Box 9121, Minneapolis, MN 55480-9121""]",,"P.O. Box 9121, Minneapolis, MN 55480-9121",,,"Freightquote.com, Inc.","1-800-323-5441",,,,,,,"1001 Canal Blvd #C-2, Richmond, CA 94804",,"East Brother Beer Company",,,,,,,,,,,,,,,,,,,,,468.74,
"20240131 Urban South - Priority1Invoice11124142.pdf.jpg.json",,"1645 Tchoupitoulas Street, New Orleans, LA 70130 US",,"Urban South Brewery",,,,,,,"245963-P1",,"1/31/2024",,"3/1/2024",,,,,,,,"11124142",,,,,,"PO Box 840808, Dallas, TX 75284-0808",,,"Priority1","(888) 569-8035",,,,,,,"1645 Tchoupitoulas St., New Orleans, LA 70130 US",,"Urban South Brewery",,,,,,,"53' Dry Van","60106692461",,,,,,,,,"Net 30",,,,1295,
"20240327 C.H. Robinson - East Brother Brites & Belgian March 14 2024.pdf.jpg.json",,,,,,,"834 Striker Ave, Suite D, Sacramento, CA, 95834","East Brother Beer c/o Wildpack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,
"20240404 C.H.Robinson - East Brother - Invoice6191642140.pdf.jpg.json",,"1001 CANAL BLVD #C-2, RICHMOND, CA 94804",,"TAM TAVERN DBA EAST BROTHER BEER COMPANY",,,,,,"ACCOUNTS PAYABLE","1757",,"March 22, 2024",,,,,,,,,,"6191642140",,,"April 4, 2024",,"785519125","1001 CANAL BLVD #C-2, RICHMOND, CA 94804",,,"TAM TAVERN DBA EAST BROTHER BEER COMPANY",,,,,,,,"1001 Canal Blvd #C-2, Richmond, CA 94804",,"East Brother Beer Company",,,,,,,,,,,,,,,,,"Carrier concession",582.51,,,252.94,
"20240207 Oregon Fruit - Ore Dock Invoice 239219.pdf.jpg.json",,"{""street"":""114 W Spring St"",""city"":""Marquette"",""state"":""MI"",""postal_code"":""49855"",""country"":""USA""}",,"ORE DOCK BREWING CO",,,"PO Box 13490, Salem, OR, 97309, US","The Oregon Fruit Company",,,"ZZO692",,"2/7/2024",,"2/8/2024",,,,,,,,"239219",,,,,,,,,,,,,"Chris Hodge",,,,"{""street"":""114 W Spring St"",""city"":""Marquette"",""state"":""MI"",""postal_code"":""49855"",""country"":""USA""}",,"Ore Dock Brewing Company",,,,,,,,,,"XPO - 245625262","Freight Prepaid - Class 60",,"WEB23861",,,,"Credit Card Paid In Full",,,,5293.68,
"20240820 - GLCC Co. IVC3956 - Sap House Meadery.pdf.jpg.json",,"6 Folsom Road, Center Ossipee, NH 03814, USA",,"Sap House Meadery",,,,,,,"VerbalMatt072224",,"8/20/2024",,,,,,,,,,"IVC0000003956",,"1 of 1",,,,"PO Box 329, Paw Paw, MI 49079",,"269-657-4552",,"269-657-3167",,,"Robert Leatherman",,,,"6 Folsom Road, Center Ossipee, NH 03814, USA",,"Sap House Meadery",,,,,,,,,,,"R&L Carriers",,,,,,,,,,1417.28,
"20240207 King Orchards, Inc. - Ore Dock Invoice #66079.pdf.jpg.json",,"{""street"":""114 W. Spring Street"",""city"":""Marquette"",""state"":""MI"",""postal_code"":""49855"",""country"":null}",,"Oredock Brewing Company",,,"4620 N M-88","King Orchards, Inc.","(231) 544-6479",,,,"02/07/2024",,"03/08/2024",,,,,,,,"66079",,,,,,"{""street"":null,""city"":null,""state"":null,""postal_code"":null,""country"":null}",,,,,,,,,,,"114 W. Spring Street","Marquette","Weston Pernsteiner","MI","49855",,,,,,,,,,,,,,,,,,,1555.46,
"20240401 King Orchards - Helltown.pdf.jpg.json","Thank you for doing business with us!","5578 Old William Penn Hwy","Export","Helltown Brewing","PA","15632","4620 N M-88","King Orchards, Inc.","(231) 544-6479",,"Shawn - email",,,,"05/01/2024",,,"04/01/2024","66608",,,"3,394.10",,,,,,,"5578 Old William Penn Hwy","Export",,"Helltown Brewing",,"PA","15632",,,,,"5578 Old William Penn Hwy","Export","Helltown Brewing","PA","15632",,,,,,,,,,,,,,,,,,,"3,394.10",
"20240216 Northwestern Extracts - Ore Dock Invoice 0059694.pdf.jpg.json",,,,,,,,,,"[""WES@OREDOCKBREWINGCOMPANY.COM"",""INFO@OREDOCKBREWINGCOMPANY.COM""]",,,,,,,,"2/16/2024",,,,,"1324",,,,,,,,,,,,,,,,,"114 W SPRINGS STREET, MARQUETTE, MI 49855, United States",,"ORE DOCK BREWING COMPANY",,,,,,,,,,,,"114 W SPRINGS STREET, MARQUETTE, MI 49855, United States",,"ORE DOCK BREWING COMPANY",,,"1.9% INTEREST WILL BE ADDED IF NOT PAID WITHIN 30 DAYS OF INVOICE DATE",,,,1989.08,
"20240327 Northwestern Extracts - Ore Dock Invoice 0060134.pdf.jpg.json",,"114 W Spring Street","Marquette","Ore Dock Brewing Company","MI","49855",,,,,,,"3/27/2023",,,,,,,,,,"0060134",,,,,,"1952 West Avenue","Marseille",,"Northern Energy Co.","548-035-6598","MI","48203",,,,,,,,,,,,,,,,,,,,637447,,,,"1.9% interest will be added if not paid within 30 days of invoice date.",,,,19.47,
"20240523 Northwestern Extracts - Ore Dock Invoice 0060895.pdf.jpg.json",,"W194N11250 McCormick Drive, Germantown, WI 53022-3032",,"Northwestern Extract Company",,,,,,,,,"6/23/2024",,"5/23/2024",,,,,,,,"0060895",,,,,,"114 W Springs Street, Marquette, MI 49855, United States",,,"Ore Dock Brewing Company",,,,,,,,,,,,,"Best Option",,,,,,,,,,,,,,"1.9% interest will be added if not paid within 30 days of invoice date",,,,1364.29,
"20240226 Cirm_Custom_Decorating - Helltown.pdf.jpg.json",,"5578 Old William Penn Highway, Export PA 15632",,"Helltown Brewing",,,,,,,"",,"2/26/2024","2/26/2024","2/26/2024",,,,,,,,"15976","2/26/2024",,,,,"49799 State Route 14, East Palestine, OH 44413",,,"Cirm Custom Decorating",,,,,,,,,,"Helltown Brewing",,,,,,,,,,,,,,,,,"Credit Card",,,,2007.64,
"20240807 - McLures Invoice 0088404 - Sap House.pdf.jpg.json",,"PO Box 595","Center Ossipee","Sap House Meadery LLC","NH","03814",,,,,,,"08/07/2024",,"09/06/2024",,,,,,,,"0088404-IN",,"1",,,,"PO Box 595
Center Ossipee, NH 03814",,,"Sap House Meadery LLC",,,,,,,,"6 Folsom Road","Center Ossipee","Sap House Meadery","NH","03814",,,,,,"0071998",,,"ROSS",,,,,,"Net 30 Days",3960,0,,4149,
"20240112 Hopsteiner - Ore Dock Sales Invoice 178973.pdf.jpg.json",,"114 W Spring St, Marquette, MI 49855, USA","Marquette","Ore Dock Brewing Co","MI","49855",,,,,"1315",,"January 12, 2024",,,,,,,,,,"WCT151078",,,,,,"S.S. Steiner, Inc., 1357 3rd Ave., New York, NY 10022, USA","New York","212-593-4325","Hopsteiner","212-838-8900","NY","10022",,,,,"114 W Spring St, Marquette, MI 49855, USA","Marquette","Ore Dock Brewing Co","MI","49855",,,,,,,,,,,,,,,"30 days after receipt of invoice",,,,,
"20240311 Yakima Chief Hops - Earth Rider.pdf.jpg.json",,"{""street"":""1617 N 3rd St"",""city"":""Superior"",""state"":""WI"",""postal_code"":""54880"",""country"":""United States of America""}",,"Earth Rider Brewery",,,,,,,,,"03/11/2024",,"04/11/2024",,,,,,,,"CI111-2406573",,,,,,"306 Division St, Yakima, WA 98902",,,"Yakima Chief Hops LLC",,,,,,,,,"Superior","Earth Rider Brewery","WI",,,,,,,,,,"UPS 3 Day Select",,,,,,,,,,2557.64,
"20240313 MI Local Hops - Ore Dock Invoice 1361.pdf.jpg.json","Thank you for your continued support of our farm. This order has been shipped via Fed Ex under the tracking #775513921172. If you have any questions in regards to this invoice, please reach out to Mike at any time. The PO for this number is 1334. Cheers!","114 W Spring Street","Marquette","Wes Permsheier","MI","49855",,,,,,,"03/13/2024",,"04/12/2024",,,,,,,,"1361",,,,,,,,,,,,,,,,,"114 W Spring Street","Marquette","Wes Permsheier","MI","49855",,,,,,,,,,,,,,,"Net 30",,,,861.45,
"20240502 MI Local Hops - Ore Dock Invoice 1400.pdf.jpg.json","Thank you for your continued support of our farm. This order was shipped out via Fed Ex and the tracking # is 776212015290. If you have any questions regarding this order please contact Mike. Cheers!","114 W Spring Street, Marquette, MI 49855",,"Wes Pernsteiner",,,,,,,,,"05/02/2024",,"06/01/2024",,,,,,,,"1400",,,,,,"5720 Bates Rd, Williamsburg, MI 49690",,,"MI Local Hops, LLC","+1 (231) 620-6020",,,,,,,"114 W Spring Street, Marquette, MI 49855",,"Wes Pernsteiner",,,,,,,,,,,"Fed Ex",,,,,,"Net 30",,,,993.3,
"20240619 Hop Alliance - Ore Docks Order #52050 confirmed.pdf.jpg.json",,"114 W Spring St, Marquette, MI 49855, United States",,"Weston Pernsteiner",,,,,,,"52050",,,,,,,,,,,,"52050",,,,,,"114 W Spring St, Marquette, MI 49855, United States",,,"Weston Pernsteiner",,,,,,,,,"Marquette","Weston Pernsteiner","MI",,,,,,,,,,"FedEx Home Delivery®",,,,,,,,0,,547.58,
"20240619 ZA Hops - Ore Dock.pdf.jpg.json",,"114 W Spring St","Marquette","Weston Pernsteiner","MI",,,,,,,,"June 19, 2024",,,,,,,,,,"88083","June 19, 2024",,,,,"114 W Spring St","Marquette",,"Weston Pernsteiner","9063621081","MI",,,,,,,"Marquette","Weston Pernsteiner","MI",,,,,,,,,,,,,,,,,1013.4,,,1154.9,
"20240101 Keg Logistics - East Brothers.pdf.jpg.json","You are responsible for all sales & use taxes according to the laws of your state. Auto payment options available. To sign up, email ptropeano@keglogistics.com. NEED CASKS or PINS - we have them in stock. Shipping kegs to Long Distance Out of State Markets or Overseas Export? Ask about our NEW PAY PER FILL SERVICE - Flat Fee HB and SB Kegs","1001 Canal Blvd #C-2","Richmond","East Brother Beer / Tam Tavern Brewing","California","94804",,,,,,,"Jan 1, 2024",,,,,,,,,,"B-901723",,,,,,"PO Box 912908","Denver",,"Keg Logistics LLC",,"CO","80291-2908",,,,,"1001 Canal Blvd #C-2","Richmond","East Brother Beer / Tam Tavern Brewing","California","94804",,,,,,,,,,,,,"$0.00","0.00%",,2924.8,0,,2924.8,
"20240401 Keg Logistics - East Brother.pdf.jpg.json","You are responsible for all sales & use taxes according to the laws of your state.","1001 Canal Blvd #C-2, Richmond, California 94804",,"East Brother Beer / Tam Tavern Brewing",,,,,,,,,"Apr 1, 2024",,,,,,,,,,"B-912374",,,,,,"PO Box 912908, Denver, CO 80291-2908",,,"Keg Logistics LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,2924.8,0,,2924.8,
"20240501 Keg Logistcs - East Brother.pdf.jpg.json",,"1001 Canal Blvd #C-2, Richmond, California 94804",,"East Brother Beer / Tam Tavern Brewing",,,,,,,,,"May 1, 2024",,,,,,,,,,"B-915965",,,,,,"PO Box 912908, Denver, CO 80291-2908",,,"Keg Logistics LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,2924.8,0,,2924.8,
"20230110 - InTouch - Hobbs.pdf.jpg.json",,"765 NH 16, Ossipee, NH 03864",,"Hobbs Tavern and Brewing Company",,,,,,,,,"2023-01-10",,"2023-02-09",,,,,,,,"70282",,,,,,,,,,,,,,,,,"2415 NH Route 16, West Ossipee, NH 03890",,"Hobbs Brewing Company",,,,,,,,,,,"UPS",,,,,,"Net 30",,,,1294.85,
"20230505 - InTouch - Hobbs.pdf.jpg.json","Thank you for your business!","765 NH 16, Ossipee, NH 03864",,"Hobbs Tavern and Brewing Company",,,,,,,,,"5/5/2023",,"6/4/2023",,,,,,,,"74513",,,,,,"30 Payton Street, Lowell, MA 01852",,,"InTouch Labels & Packaging, Part of Avery Products Corporation",,,,,,,,"2415 NH Route 16, West Ossipee, NH 03890",,"Hobbs Brewing Company",,,,,,,,,,,"UPS",,,,,,"Net 30",90,0,,90,
"20230602 - InTouch - Hobbs.pdf.jpg.json",,"765 NH 16","Ossipee","Hobbs Tavern and Brewing Company","NH","03864",,,,,,,"6/2/2023",,"7/2/2023",,,,,,,,"75543",,,,,,"765 NH 16","Ossipee",,"Hobbs Tavern and Brewing Company",,"NH","03864",,,,,"2415 NH Route 16","West Ossipee","Hobbs Brewing Company","NH","03890",,,,,,,,,"UPS",,,,,,"Net 30",,,,931.79,
"20230604 - InTouch - Hobbs.pdf.jpg.json",,"765 NH 16, Ossipee, NH 03864",,"Hobbs Tavern and Brewing Company",,,,,,,,,"2023-05-05",,"2023-06-04",,,,,,,,"74512",,,,,,"30 Payton Street, Lowell, MA 01852",,,"InTouch Labels & Packaging, Part of Avery Products Corporation",,,,,,,,"2415 NH Route 16, West Ossipee, NH 03890",,"Hobbs Brewing Company",,,,,,,,,,,"UPS",,,,,,"Net 30",1172.9,,,1172.9,
"20230617 - InTouch - Hobbs.pdf.jpg.json",,"765 NH 16","Ossipee","Hobbs Tavern and Brewing Company","NH","03864",,,,,,,,,,,,"5/18/2023",,,,,"74913",,,,,,,,,,,,,,,,,"2415 NH Route 16","West Ossipee","Hobbs Brewing Company","NH","03890",,,,,,,,,"UPS",,,,,,"Net 30",,,,,
"20230630 - InTouch - Hobbs.pdf.jpg.json",,,"Ossipee","Hobbs Tavern and Brewing Company","NH",,,,,,,,"6/30/2023",,"7/30/2023",,,,,,,,"76718",,,,,,,,,"InTouch Labels & Packaging. Part of Avery Products Corporation",,,,,,,,,"West Ossipee","Hobbs Brewing Company","NH",,,,,,,,,,,,,,,,"Net 30",,,,,
"20230721 - InTouch - Hobbs.pdf.jpg.json","Thank you for your business!","765 NH 16, Ossipee, NH 03864",,"Hobbs Tavern and Brewing Company",,,,,,,,,,"7/21/2023",,,,"7/21/2023",,,,,"77254",,,"8/20/2023","Net 30",,,,,,,,,,"2415 NH Route 16, West Ossipee, NH 03890",,"Hobbs Brewing Company",,,,,,,,,,"UPS",,,,,"12 Technology Drive, North Chelmsford, MA 01863",,"InTouch Labels & Packaging, Part of Avery Products Corporation",,,,,,,1194.89,
"20230818 - InTouch - Hobbs.pdf.jpg.json",,"765 NH 16, Ossipee, NH 03864",,"Hobbs Tavern and Brewing Company",,,,,,,,,"8/18/2023","8/18/2023","9/17/2023",,,,,,,,"78607",,,,,,,,,,,,,,,,,"2415 NH Route 16, West Ossipee, NH 03890",,"Hobbs Brewing Company",,,"UPS",,,,,,,,,,,,,,"Net 30",,,,1421.97,
"20230907 - InTouch - Hobbs.pdf.jpg.json","Thank you for your business!","765 NH 16","Ossipee","Hobbs Tavern and Brewing Company","NH","03864",,,,,,,"9/7/2023",,"10/7/2023",,,,,,,,"79157",,,,,,,,,,,,,,,,,"2415 NH Route 16","West Ossipee","Hobbs Brewing Company","NH","03890",,,,,,,,,"UPS",,,,,,"Net 30",,,,373.36,
"20231012 Blue Label - Urban South.pdf.jpg.json",,,,,,,,,,,"372963",,"10/12/2023",,"10/12/2023",,,,,,,,"250283",,,,,,,,,,,,,,,,,"1645 Tchoupitoulas Street, New Orleans, LA 70130, USA",,"Urban South Brewery",,,,,,,,,,,"UPS Ground",,,,,,"Due Upon Receipt",,,,2563.77,
"20231017 - InTouch - Hobbs.pdf.jpg.json",,"765 NH 16, Ossipee, NH 03864",,"Hobbs Tavern and Brewing Company",,,"12 Technology Drive, North Chelmsford, MA 01863","InTouch Labels & Packaging, Part of Avery Products Corporation",,,,,"10/17/2023",,"11/16/2023",,,,,,,,"80860",,,,,,,,,,,,,,,,,"2415 NH Route 16, West Ossipee, NH 03890",,"Hobbs Brewing Company",,,,,,,,,,,"UPS",,,,,,"Net 30",,0,,429.28,
"20231103 - InTouch - Hobbs (2).pdf.jpg.json","Thank you for your business!","765 NH 16, Ossipee, NH 03864",,"Hobbs Tavern and Brewing Company",,,,,,,,,"10/4/2023",,"11/3/2023",,,,,,,,"80328",,,,,,"12 Technology Drive, North Chelmsford, MA 01863",,,"InTouch Labels & Packaging, Part of Avery Products Corporation",,,,,,,,"2415 NH Route 16, West Ossipee, NH 03890",,"Hobbs Brewing Company",,,,,,,,,,,"UPS",,,,,,"Net 30",,0,,1335.68,
"20231103 - InTouch - Hobbs.pdf.jpg.json",,"765 NH 16","Ossipee","Hobbs Tavern and Brewing Company","NH","03864",,,,,,,,,,,,"11/3/2023",,,,,"81723",,,"12/3/2023","Net 30",,,,,,,,,,,,"Hobbs Brewing Company","2415 NH Route 16","West Ossipee","Hobbs Brewing Company","NH","03890",,,,,,,,,"UPS",,,,,,"Net 30",487.36,0,,487.36,
"20231116 - InTouch - Hobbs.pdf.jpg.json","Thank you for your business!","765 NH 16","Ossipee","Hobbs Tavern and Brewing Company","NH","03864","12 Technology Drive, North Chelmsford, MA, 01863","InTouch Labels & Packaging, Part of Avery Products Corporation",,,,,,,,,,"10/17/2023",,,,,"80879",,,,,,,,,,,,,,,,,"2415 NH Route 16","West Ossipee","Hobbs Brewing Company","NH","03890",,,,,,,,,"UPS",,,,,,"Net 30",,,,90,
"20231117 - InTouch - Hobbs.pdf.jpg.json","Thank you for your business!","765 NH 16, Ossipee, NH 03864",,"Hobbs Tavern and Brewing Company",,,,,,,,,"11/17/2023",,"12/17/2023",,,,,,,,"82298",,,,,,"12 Technology Drive, North Chelmsford, MA 01863",,,"InTouch Labels & Packaging. Part of Avery Products Corporation",,,,,,,,"2415 NH Route 16, West Ossipee, NH 03890",,"Hobbs Brewing Company",,,,,,,,,,,,,,,,,"Net 30",,,,688.8,
"20231123 JS Print Group - Earth Rider - Invoice_18545_from_JS_Print_Group_Inc.pdf.jpg.json","Thank you for your continued business and we look forward printing with you.","1715 N 3rd St","Superior","Earth Rider Brewery","WI","54880","500 E 10th St","JS Print Group, Inc.","218-464-5576",,,,"11/15/2023",,"12/05/2023",,,,,,,,"18545",,,,,,,,,,,,,,,,,"1617 N 3rd St","Superior","Earth Rider Brewery","WI","54880",,,,,,,,,,,,,,,"Net 20",,,,624,
"20231130 JS Print Group - Earth Rider - Invoice_18649_from_JS_Print_Group_Inc.pdf.jpg.json","Please update your systems and send payments to: JS Print Group, 500 E 10th St, Duluth MN 55805. Please contact JS Print Group for updated W-9.","1715 N 3rd St, Superior, WI 54880",,"Earth Rider Brewery",,,,,,,,"billing@jsprintgroup.com","11/30/2023",,"12/30/2023",,,,,,,,"18649",,,,,,"500 E 10th St, Duluth, MN 55805",,,"JS Print Group, Inc.","218-464-5576",,,,,,,"1617 N 3rd St, Superior, WI 54880",,"Earth Rider Brewery",,,,,,,,,,,,,,,,,"Net 30",,,,591.84,
"20231205 JS Print Group - Earth Rider - Invoice_18692_from_JS_Print_Group_Inc.pdf.jpg.json",,"1715 N 3rd St, Superior, WI 54880","Superior","Earth Rider Brewery","WI","54880","500 E 10th St, Duluth, MN 55805","JS Print Group, Inc.","218-464-5576",,,,"12/05/2023",,"01/14/2024",,,,,,,,"18692",,,,,,,,,,,,,,,,,"1617 N 3rd St, Superior, WI 54880","Superior","Earth Rider Brewery","WI","54880",,,,,,,,,,,,,,,"Net 40",,,,546,
"20231231 JS Print Group - Earth Rider - Invoice_18813_from_JS_Print_Group_Inc.pdf.jpg.json",,"1715 N 3rd St, Superior, WI 54880",,"Earth Rider Brewery",,,"500 E 10th St, Duluth, MN 55805","JS Print Group, Inc.","218-464-5576",,,,"12/31/2023",,"01/30/2024",,,,,,,,"18813",,,,,,,,,,,,,,,,,"1617 N 3rd St, Superior, WI 54880",,"Earth Rider Brewery",,,,,,,,,,,,,,,,,"Net 30",,,,267.3,
"20240112 JS Print Group - Earth Rider - Invoice_18969_from_JS_Print_Group_Inc.pdf.jpg.json",,"1715 N 3rd St, Superior, WI 54880",,"Earth Rider Brewery",,,"500 E 10th St, Duluth, MN 55805","JS Print Group, Inc.","218-464-5576",,,,"01/12/2024",,"02/11/2024",,,,,,,,"18969",,,,,,,,,,,,,,,,,"1617 N 3rd St, Superior, WI 54880",,"Earth Rider Brewery",,,,,,,,,,,,,,,,,"Net 30",,,,761.64,
"20240131 Blue Label - Bauhaus.pdf.jpg.json",,"1315 Tyler Street NE","Minneapolis","Matt Schwandt","MN","55413",,,,,"011924",,"1/31/2024",,,,,,,,,,"255982",,,"2/29/2024","Net 30 Days",,,,,,,,,,,,,"{""address_line1"":""1315 Tyler Street NE"",""city"":""Minneapolis"",""state"":""MN"",""postal_code"":""55413"",""country"":""USA""}","Minneapolis","Bauhaus Brew Labs","MN",,,,,,,,,,,,112976,,,,,,,,5382.59,
